Id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
29623,31,entrepreneur,married,secondary,0,10,1,1,cellular,29,jan,161,3,188,9,failure,0
29624,49,management,single,secondary,0,61,1,0,cellular,29,jan,185,2,246,1,failure,0
29625,33,blue-collar,divorced,secondary,0,880,1,1,cellular,29,jan,263,3,239,1,failure,0
29626,28,services,single,secondary,0,298,0,0,cellular,29,jan,914,2,-1,0,unk0wn,0
29627,32,management,single,tertiary,0,316,1,0,cellular,29,jan,215,3,-1,0,unk0wn,0
29628,31,admin.,single,secondary,0,0,0,0,telephone,29,jan,528,3,-1,0,unk0wn,0
29629,39,blue-collar,married,secondary,0,360,1,0,cellular,29,jan,325,2,260,2,failure,0
29630,28,admin.,single,secondary,0,775,0,0,cellular,29,jan,603,2,-1,0,unk0wn,0
29631,54,admin.,married,secondary,0,263,0,1,telephone,29,jan,283,4,195,7,failure,0
29632,26,self-employed,single,tertiary,0,211,0,0,cellular,29,jan,168,3,-1,0,unk0wn,0
29633,39,blue-collar,married,secondary,0,472,1,0,cellular,29,jan,612,5,-1,0,unk0wn,0
29634,33,technician,single,secondary,0,-96,0,0,cellular,29,jan,213,4,-1,0,unk0wn,0
29635,35,blue-collar,single,secondary,0,297,1,0,cellular,29,jan,251,3,265,4,failure,0
29636,31,blue-collar,married,secondary,0,99,1,0,cellular,29,jan,653,3,-1,0,unk0wn,0
29637,32,technician,married,secondary,0,0,0,0,cellular,29,jan,750,3,-1,0,unk0wn,0
29638,26,blue-collar,single,secondary,0,249,1,0,cellular,29,jan,235,3,262,5,failure,0
29639,39,blue-collar,divorced,secondary,0,33,0,0,cellular,29,jan,593,4,-1,0,unk0wn,0
29640,31,management,single,tertiary,0,1724,1,0,telephone,29,jan,152,2,254,1,failure,0
29641,31,services,single,secondary,0,442,1,0,cellular,29,jan,355,3,258,3,failure,0
29642,37,management,single,tertiary,0,-70,0,1,cellular,29,jan,147,2,-1,0,unk0wn,0
29643,46,management,divorced,tertiary,0,-154,1,1,cellular,29,jan,150,2,247,2,failure,0
29644,56,housemaid,married,primary,0,2666,1,1,cellular,29,jan,94,2,-1,0,unk0wn,0
29645,26,admin.,single,secondary,0,1200,0,0,cellular,29,jan,232,3,-1,0,unk0wn,0
29646,27,technician,single,secondary,0,223,0,1,cellular,29,jan,253,2,192,3,success,0
29647,39,self-employed,married,secondary,0,656,0,0,cellular,29,jan,309,3,-1,0,unk0wn,0
29648,34,technician,married,secondary,0,1137,0,0,cellular,29,jan,383,2,206,1,other,0
29649,27,self-employed,single,tertiary,0,139,0,0,cellular,29,jan,144,3,-1,0,unk0wn,0
29650,31,unemployed,single,tertiary,0,498,0,0,cellular,29,jan,264,2,-1,0,unk0wn,0
29651,29,management,single,tertiary,0,475,0,0,cellular,29,jan,346,2,-1,0,unk0wn,0
29652,31,blue-collar,single,primary,0,3466,1,0,telephone,29,jan,267,3,183,25,other,0
29653,32,admin.,divorced,secondary,0,678,0,0,telephone,29,jan,243,4,-1,0,unk0wn,0
29654,29,unemployed,single,primary,0,115,0,0,cellular,29,jan,61,2,-1,0,unk0wn,0
29655,39,management,single,tertiary,0,313,0,1,cellular,29,jan,118,5,196,1,other,0
29656,29,management,married,tertiary,0,-346,0,0,cellular,29,jan,290,2,-1,0,unk0wn,0
29657,30,self-employed,married,unk0wn,0,1712,0,0,cellular,29,jan,213,3,190,2,failure,0
29658,29,management,single,tertiary,0,1218,0,0,cellular,30,jan,258,2,-1,0,unk0wn,0
29659,39,admin.,single,secondary,0,163,1,0,cellular,30,jan,107,2,-1,0,unk0wn,0
29660,28,self-employed,single,secondary,0,1166,0,1,cellular,30,jan,177,3,192,3,other,0
29661,28,management,single,tertiary,0,185,0,0,cellular,30,jan,651,2,-1,0,unk0wn,0
29662,27,management,single,primary,1,13,0,0,cellular,30,jan,475,3,-1,0,unk0wn,1
29663,32,services,married,secondary,0,-509,1,0,cellular,30,jan,134,1,-1,0,unk0wn,0
29664,34,management,married,tertiary,0,1310,0,0,telephone,30,jan,521,3,158,7,other,0
29665,34,management,married,tertiary,0,-422,1,0,cellular,30,jan,458,3,-1,0,unk0wn,0
29666,30,technician,single,tertiary,0,6683,0,0,cellular,30,jan,180,1,-1,0,unk0wn,0
29667,36,services,married,secondary,0,1053,1,0,telephone,30,jan,99,1,259,1,failure,0
29668,31,services,single,secondary,0,297,0,0,cellular,30,jan,229,1,-1,0,unk0wn,0
29669,44,blue-collar,married,secondary,0,1308,0,0,cellular,30,jan,334,1,-1,0,unk0wn,0
29670,28,blue-collar,married,secondary,0,-26,0,1,cellular,30,jan,81,1,-1,0,unk0wn,0
29671,35,blue-collar,married,secondary,0,6411,1,1,cellular,30,jan,144,1,266,2,failure,0
29672,32,services,married,secondary,0,605,1,0,cellular,30,jan,164,1,-1,0,unk0wn,0
29673,44,technician,married,secondary,0,1139,1,0,cellular,30,jan,64,1,-1,0,unk0wn,0
29674,27,services,married,secondary,0,1304,0,0,cellular,30,jan,403,1,-1,0,unk0wn,0
29675,35,technician,single,secondary,0,951,1,0,cellular,30,jan,163,1,254,1,failure,0
29676,30,services,married,secondary,0,2212,1,0,telephone,30,jan,41,1,249,2,other,0
29677,26,admin.,single,secondary,0,1348,0,0,cellular,30,jan,103,1,-1,0,unk0wn,0
29678,47,management,divorced,tertiary,0,697,1,0,cellular,30,jan,139,1,-1,0,unk0wn,0
29679,36,self-employed,single,tertiary,0,583,0,0,cellular,30,jan,859,1,235,1,other,0
29680,46,management,married,unk0wn,0,802,1,0,cellular,30,jan,445,1,189,1,failure,0
29681,57,retired,married,primary,0,641,0,1,telephone,30,jan,124,4,-1,0,unk0wn,0
29682,34,blue-collar,married,secondary,0,34,0,0,cellular,30,jan,379,1,-1,0,unk0wn,0
29683,47,unemployed,married,primary,0,168,1,0,telephone,30,jan,66,1,241,1,other,0
29684,41,blue-collar,married,primary,0,2007,1,0,cellular,30,jan,419,1,-1,0,unk0wn,0
29685,36,unemployed,married,secondary,0,-35,0,0,cellular,30,jan,339,3,-1,0,unk0wn,0
29686,34,technician,married,secondary,0,508,0,0,cellular,30,jan,795,1,-1,0,unk0wn,0
29687,29,services,single,secondary,0,-205,0,0,cellular,30,jan,194,1,-1,0,unk0wn,0
29688,28,admin.,married,secondary,0,-247,1,1,cellular,30,jan,121,1,240,2,failure,0
29689,29,admin.,single,secondary,0,1751,0,0,cellular,30,jan,150,1,-1,0,unk0wn,0
29690,60,technician,married,tertiary,0,-71,1,1,cellular,30,jan,1451,1,-1,0,unk0wn,1
29691,51,admin.,single,tertiary,0,16,1,0,cellular,30,jan,158,1,-1,0,unk0wn,0
29692,46,unemployed,single,secondary,0,2052,0,0,cellular,30,jan,428,1,-1,0,unk0wn,0
29693,26,services,single,secondary,0,49,0,0,cellular,30,jan,397,1,-1,0,unk0wn,0
29694,26,housemaid,married,tertiary,0,543,0,0,cellular,30,jan,169,3,-1,0,unk0wn,0
29695,35,services,single,secondary,0,49,0,0,cellular,30,jan,346,1,-1,0,unk0wn,0
29696,28,self-employed,single,secondary,0,242,1,0,cellular,30,jan,205,1,-1,0,unk0wn,0
29697,41,management,single,secondary,0,3234,1,0,cellular,30,jan,2770,1,-1,0,unk0wn,1
29698,38,management,single,tertiary,0,1495,1,0,cellular,30,jan,339,2,-1,0,unk0wn,0
29699,42,services,married,secondary,0,199,0,0,cellular,30,jan,217,2,-1,0,unk0wn,0
29700,49,management,married,tertiary,0,342,0,0,cellular,30,jan,433,2,228,1,failure,0
29701,27,technician,single,tertiary,0,261,1,1,cellular,30,jan,195,2,-1,0,unk0wn,0
29702,59,admin.,married,primary,0,879,1,0,cellular,30,jan,126,5,259,7,failure,0
29703,27,management,single,tertiary,0,625,0,0,cellular,30,jan,554,2,-1,0,unk0wn,0
29704,29,services,single,tertiary,0,737,1,1,cellular,30,jan,499,5,248,1,failure,0
29705,29,services,single,secondary,0,192,0,0,cellular,30,jan,327,4,-1,0,unk0wn,0
29706,29,entrepreneur,single,secondary,0,404,0,0,cellular,30,jan,413,3,-1,0,unk0wn,0
29707,35,technician,single,tertiary,0,364,0,1,cellular,30,jan,162,3,205,3,failure,0
29708,35,technician,single,secondary,0,2144,1,0,cellular,30,jan,146,2,262,2,failure,0
29709,34,technician,divorced,secondary,0,1301,1,0,cellular,30,jan,196,2,189,2,failure,0
29710,47,technician,divorced,tertiary,0,405,1,0,cellular,30,jan,236,1,260,1,failure,0
29711,36,technician,single,secondary,0,98,0,0,cellular,30,jan,771,1,-1,0,unk0wn,1
29712,33,unemployed,single,secondary,0,1173,0,0,cellular,30,jan,844,3,-1,0,unk0wn,0
29713,26,technician,divorced,tertiary,0,3154,1,1,cellular,30,jan,350,3,248,1,failure,0
29714,34,technician,divorced,unk0wn,0,975,1,0,cellular,30,jan,263,2,191,1,other,0
29715,35,blue-collar,single,secondary,0,505,0,1,cellular,30,jan,109,3,-1,0,unk0wn,0
29716,26,management,single,tertiary,0,157,1,0,cellular,30,jan,78,2,-1,0,unk0wn,0
29717,27,admin.,single,secondary,0,116,0,0,cellular,30,jan,46,1,-1,0,unk0wn,0
29718,32,admin.,married,secondary,0,0,0,0,cellular,30,jan,119,3,-1,0,unk0wn,0
29719,31,technician,single,tertiary,0,236,1,0,cellular,30,jan,200,1,259,1,failure,0
29720,32,admin.,single,secondary,0,1630,1,0,cellular,30,jan,122,1,-1,0,unk0wn,0
29721,29,blue-collar,single,secondary,0,202,0,0,cellular,30,jan,128,2,-1,0,unk0wn,0
29722,33,technician,married,tertiary,0,525,1,1,cellular,30,jan,499,1,247,1,failure,0
29723,28,student,single,secondary,0,69,0,0,cellular,30,jan,532,2,-1,0,unk0wn,1
29724,32,blue-collar,married,secondary,0,578,1,0,cellular,30,jan,206,3,-1,0,unk0wn,0
29725,40,management,single,tertiary,0,80,1,0,cellular,30,jan,182,3,-1,0,unk0wn,0
29726,42,technician,single,secondary,0,60,1,1,cellular,30,jan,183,2,241,1,other,0
29727,27,unemployed,single,secondary,0,92,1,0,cellular,30,jan,274,4,-1,0,unk0wn,0
29728,60,admin.,divorced,secondary,0,663,0,1,cellular,30,jan,385,3,197,1,other,0
29729,29,services,single,unk0wn,0,196,0,0,cellular,30,jan,726,2,-1,0,unk0wn,1
29730,29,admin.,married,secondary,0,957,1,1,cellular,30,jan,258,2,263,3,failure,0
29731,34,services,single,secondary,0,2257,0,1,telephone,30,jan,568,2,-1,0,unk0wn,0
29732,27,student,single,secondary,0,1566,0,0,cellular,30,jan,164,5,-1,0,unk0wn,0
29733,42,retired,single,tertiary,0,308,0,0,cellular,30,jan,114,2,-1,0,unk0wn,0
29734,56,entrepreneur,single,tertiary,0,1745,1,0,cellular,30,jan,374,4,-1,0,unk0wn,0
29735,32,services,single,secondary,0,717,0,0,cellular,30,jan,462,2,-1,0,unk0wn,0
29736,43,admin.,divorced,secondary,0,540,1,0,cellular,30,jan,74,1,-1,0,unk0wn,0
29737,54,blue-collar,single,unk0wn,0,1555,1,0,telephone,30,jan,258,5,248,2,failure,0
29738,27,unemployed,single,tertiary,0,3060,0,0,cellular,30,jan,533,1,-1,0,unk0wn,0
29739,58,entrepreneur,married,tertiary,0,0,0,1,cellular,30,jan,540,1,2,2,other,0
29740,36,unemployed,divorced,secondary,0,5,1,0,cellular,30,jan,169,1,2,2,other,0
29741,38,management,divorced,tertiary,0,76,0,0,cellular,30,jan,220,3,-1,0,unk0wn,0
29742,36,unemployed,single,primary,0,4148,0,0,cellular,30,jan,193,3,-1,0,unk0wn,0
29743,38,admin.,divorced,secondary,0,-51,0,1,cellular,30,jan,102,1,-1,0,unk0wn,0
29744,38,management,divorced,tertiary,0,441,1,0,cellular,30,jan,67,1,-1,0,unk0wn,0
29745,45,admin.,divorced,secondary,0,440,0,0,cellular,30,jan,91,1,2,1,other,0
29746,50,management,married,tertiary,0,0,0,0,cellular,30,jan,199,1,205,1,failure,0
29747,56,management,married,tertiary,0,4,1,1,cellular,30,jan,299,1,2,5,other,0
29748,39,blue-collar,married,primary,0,976,1,0,cellular,30,jan,80,1,2,2,other,0
29749,31,services,married,secondary,0,288,0,0,cellular,30,jan,164,1,-1,0,unk0wn,0
29750,42,services,married,primary,0,473,1,0,cellular,30,jan,54,1,-1,0,unk0wn,0
29751,26,management,single,tertiary,0,828,1,0,cellular,30,jan,141,1,-1,0,unk0wn,0
29752,42,admin.,divorced,secondary,0,936,0,0,cellular,30,jan,931,1,-1,0,unk0wn,1
29753,47,unemployed,single,tertiary,0,2500,0,0,cellular,30,jan,240,1,-1,0,unk0wn,0
29754,31,services,single,secondary,0,887,0,0,cellular,30,jan,427,1,-1,0,unk0wn,0
29755,51,entrepreneur,divorced,tertiary,0,58,1,0,cellular,30,jan,93,1,2,1,other,0
29756,55,blue-collar,married,unk0wn,0,23,0,0,cellular,30,jan,143,1,2,3,other,0
29757,42,management,divorced,secondary,0,640,0,0,cellular,30,jan,545,1,-1,0,unk0wn,0
29758,49,admin.,single,secondary,0,827,1,0,cellular,30,jan,61,1,-1,0,unk0wn,0
29759,55,technician,married,unk0wn,0,851,1,0,cellular,30,jan,138,1,270,2,failure,0
29760,39,self-employed,married,tertiary,0,1492,1,0,cellular,30,jan,227,1,189,1,failure,0
29761,46,services,married,secondary,0,417,1,0,cellular,30,jan,219,1,2,1,other,0
29762,45,management,married,tertiary,0,2363,0,0,cellular,30,jan,125,1,2,1,other,0
29763,54,blue-collar,married,secondary,0,285,1,1,telephone,30,jan,63,1,2,5,other,0
29764,58,entrepreneur,married,tertiary,0,364,1,0,cellular,30,jan,168,1,-1,0,unk0wn,0
29765,55,unemployed,married,secondary,0,3982,0,0,cellular,30,jan,89,1,-1,0,unk0wn,0
29766,55,retired,married,secondary,0,905,0,0,cellular,30,jan,861,1,2,1,other,0
29767,56,unemployed,married,secondary,0,670,0,0,cellular,30,jan,86,1,-1,0,unk0wn,0
29768,51,services,married,secondary,0,5699,1,0,cellular,30,jan,436,1,270,2,failure,0
29769,27,management,single,tertiary,0,1081,0,1,cellular,30,jan,158,3,206,2,other,0
29770,57,retired,married,primary,0,4908,0,0,cellular,30,jan,868,1,-1,0,unk0wn,0
29771,32,blue-collar,single,secondary,0,604,0,0,cellular,30,jan,410,2,196,2,other,0
29772,31,management,married,tertiary,0,1384,1,0,cellular,30,jan,203,2,2,3,other,0
29773,60,admin.,married,secondary,0,2552,0,1,cellular,30,jan,255,2,2,4,other,0
29774,46,technician,married,secondary,0,198,1,0,cellular,30,jan,153,1,2,6,other,0
29775,34,management,married,tertiary,0,351,0,0,cellular,30,jan,193,1,-1,0,unk0wn,0
29776,39,housemaid,married,secondary,0,953,0,0,cellular,30,jan,23,6,232,3,other,0
29777,26,admin.,single,secondary,0,187,0,0,cellular,30,jan,226,2,-1,0,unk0wn,0
29778,27,management,single,tertiary,0,1277,0,0,cellular,30,jan,267,4,-1,0,unk0wn,0
29779,46,blue-collar,single,secondary,0,332,0,0,cellular,30,jan,11,4,-1,0,unk0wn,0
29780,51,technician,single,secondary,0,527,1,0,cellular,30,jan,197,1,2,3,other,0
29781,52,blue-collar,married,primary,0,109,1,0,cellular,30,jan,177,4,248,2,failure,0
29782,31,unemployed,single,secondary,0,315,0,0,cellular,30,jan,130,1,2,1,other,0
29783,26,management,married,tertiary,0,265,0,0,cellular,30,jan,650,2,-1,0,unk0wn,0
29784,33,blue-collar,single,tertiary,0,457,1,0,cellular,30,jan,159,1,191,4,failure,0
29785,53,unemployed,married,secondary,0,7,0,0,cellular,30,jan,68,2,-1,0,unk0wn,0
29786,33,admin.,single,secondary,0,572,1,0,cellular,30,jan,1296,2,-1,0,unk0wn,0
29787,34,housemaid,single,primary,0,443,0,0,cellular,30,jan,10,1,2,1,other,0
29788,45,services,divorced,secondary,0,-28,0,1,cellular,30,jan,87,1,-1,0,unk0wn,0
29789,40,self-employed,single,tertiary,0,628,0,0,cellular,30,jan,90,1,-1,0,unk0wn,0
29790,34,technician,single,secondary,0,102,0,0,cellular,30,jan,89,1,-1,0,unk0wn,0
29791,51,entrepreneur,single,tertiary,0,0,0,0,cellular,30,jan,643,1,-1,0,unk0wn,0
29792,56,services,married,secondary,0,642,1,0,cellular,30,jan,16,1,2,3,other,0
29793,33,services,divorced,secondary,0,1194,1,0,cellular,30,jan,166,1,-1,0,unk0wn,0
29794,58,management,married,tertiary,0,911,1,0,cellular,30,jan,49,1,-1,0,unk0wn,0
29795,37,blue-collar,single,secondary,0,5742,1,1,cellular,30,jan,588,1,-1,0,unk0wn,0
29796,36,blue-collar,married,secondary,0,160,1,0,cellular,30,jan,344,2,-1,0,unk0wn,0
29797,47,housemaid,married,tertiary,0,1692,1,0,cellular,30,jan,592,1,-1,0,unk0wn,0
29798,27,technician,single,tertiary,0,149,0,1,cellular,30,jan,283,1,-1,0,unk0wn,0
29799,38,unemployed,married,secondary,0,0,1,1,cellular,30,jan,437,1,-1,0,unk0wn,0
29800,27,self-employed,single,secondary,0,49,1,0,cellular,30,jan,208,2,-1,0,unk0wn,0
29801,40,technician,married,tertiary,0,1554,0,0,cellular,30,jan,99,1,-1,0,unk0wn,0
29802,36,services,single,secondary,0,511,1,1,cellular,30,jan,706,1,252,1,failure,0
29803,30,management,single,tertiary,0,167,0,0,cellular,30,jan,320,2,-1,0,unk0wn,0
29804,50,unemployed,divorced,secondary,0,717,1,0,cellular,30,jan,113,1,-1,0,unk0wn,0
29805,41,unemployed,married,tertiary,0,0,0,0,cellular,30,jan,81,1,-1,0,unk0wn,0
29806,53,retired,married,primary,0,3,0,0,cellular,30,jan,114,4,-1,0,unk0wn,0
29807,28,entrepreneur,single,tertiary,0,341,0,0,cellular,30,jan,241,1,-1,0,unk0wn,0
29808,29,technician,married,tertiary,0,197,1,0,cellular,30,jan,103,2,-1,0,unk0wn,0
29809,31,technician,single,secondary,0,198,0,0,cellular,30,jan,366,4,-1,0,unk0wn,0
29810,41,admin.,married,secondary,0,3204,0,1,cellular,30,jan,210,2,-1,0,unk0wn,0
29811,53,services,divorced,tertiary,0,329,0,0,cellular,30,jan,189,1,-1,0,unk0wn,0
29812,36,technician,single,secondary,0,317,1,0,cellular,30,jan,198,2,266,2,failure,0
29813,52,management,married,tertiary,0,1355,1,0,cellular,30,jan,131,1,241,1,failure,0
29814,35,unemployed,married,secondary,0,330,0,0,cellular,30,jan,645,4,-1,0,unk0wn,0
29815,33,blue-collar,single,secondary,0,22,0,0,cellular,30,jan,76,2,207,1,failure,0
29816,36,services,married,secondary,0,238,0,0,cellular,30,jan,424,1,-1,0,unk0wn,0
29817,33,entrepreneur,single,tertiary,0,300,1,1,cellular,30,jan,922,5,-1,0,unk0wn,1
29818,31,management,married,tertiary,0,1400,1,0,cellular,30,jan,175,2,2,1,other,0
29819,32,services,divorced,secondary,0,130,1,0,cellular,30,jan,194,3,-1,0,unk0wn,0
29820,38,management,married,tertiary,0,-70,1,0,cellular,30,jan,140,1,2,3,other,0
29821,26,admin.,single,secondary,0,802,0,0,cellular,30,jan,77,1,2,2,other,0
29822,28,services,single,secondary,0,2992,1,0,cellular,30,jan,337,4,-1,0,unk0wn,0
29823,57,management,divorced,tertiary,0,2549,0,0,cellular,30,jan,456,3,197,2,failure,0
29824,38,blue-collar,married,secondary,0,451,0,0,cellular,30,jan,143,1,-1,0,unk0wn,0
29825,39,technician,married,secondary,0,-735,1,0,cellular,30,jan,144,5,248,2,failure,0
29826,45,management,married,tertiary,0,-61,0,0,cellular,30,jan,90,5,172,1,failure,0
29827,26,unemployed,single,tertiary,0,370,0,0,cellular,30,jan,230,1,-1,0,unk0wn,0
29828,51,admin.,married,secondary,0,0,1,1,cellular,30,jan,150,1,252,1,failure,0
29829,37,services,married,secondary,0,483,1,0,cellular,30,jan,188,1,-1,0,unk0wn,0
29830,40,technician,single,tertiary,0,693,0,0,cellular,30,jan,427,1,-1,0,unk0wn,0
29831,60,retired,married,secondary,0,143,0,0,telephone,30,jan,345,1,-1,0,unk0wn,0
29832,54,technician,married,unk0wn,0,0,0,0,cellular,30,jan,491,1,-1,0,unk0wn,0
29833,56,technician,married,primary,0,314,1,1,cellular,30,jan,108,2,2,5,other,0
29834,26,technician,single,tertiary,0,152,0,0,cellular,30,jan,151,2,2,1,other,0
29835,36,blue-collar,married,secondary,0,-477,1,0,cellular,30,jan,473,2,-1,0,unk0wn,0
29836,57,technician,married,primary,0,1276,1,0,cellular,30,jan,44,1,200,4,failure,0
29837,29,unemployed,married,secondary,0,596,0,0,cellular,30,jan,510,2,-1,0,unk0wn,0
29838,33,technician,married,secondary,0,480,1,0,cellular,30,jan,272,1,270,1,other,0
29839,54,technician,divorced,secondary,0,1114,1,0,cellular,30,jan,81,1,-1,0,unk0wn,0
29840,36,admin.,single,secondary,0,133,0,0,cellular,30,jan,632,3,228,14,other,0
29841,51,unemployed,married,secondary,0,636,0,0,cellular,30,jan,321,1,-1,0,unk0wn,0
29842,53,admin.,married,secondary,0,-375,1,0,cellular,30,jan,103,1,252,1,failure,0
29843,45,blue-collar,married,unk0wn,0,909,1,0,cellular,30,jan,166,1,262,1,other,0
29844,56,retired,married,secondary,0,1454,0,0,telephone,30,jan,479,1,-1,0,unk0wn,0
29845,57,management,married,tertiary,0,0,0,1,cellular,30,jan,209,2,197,2,other,0
29846,54,admin.,married,primary,0,0,1,0,cellular,30,jan,520,3,-1,0,unk0wn,0
29847,54,technician,divorced,secondary,0,-191,0,0,cellular,30,jan,86,1,-1,0,unk0wn,0
29848,32,services,married,secondary,0,198,0,0,cellular,30,jan,320,2,-1,0,unk0wn,0
29849,28,blue-collar,single,secondary,0,1285,0,0,telephone,30,jan,199,2,2,17,other,0
29850,36,unemployed,single,secondary,0,605,0,0,cellular,30,jan,410,2,-1,0,unk0wn,0
29851,45,entrepreneur,divorced,secondary,0,44,0,1,cellular,30,jan,250,2,2,1,other,0
29852,48,management,married,tertiary,0,370,1,0,cellular,30,jan,134,2,169,2,other,0
29853,32,management,married,primary,1,-1161,1,1,cellular,30,jan,445,5,-1,0,unk0wn,0
29854,27,blue-collar,single,primary,0,21,0,0,cellular,30,jan,197,4,-1,0,unk0wn,0
29855,47,self-employed,married,secondary,0,1803,0,0,cellular,30,jan,188,2,-1,0,unk0wn,0
29856,32,management,married,tertiary,0,943,1,0,cellular,30,jan,402,2,2,2,other,0
29857,39,management,married,secondary,0,1585,1,0,cellular,30,jan,82,2,-1,0,unk0wn,0
29858,33,admin.,divorced,secondary,0,961,0,0,cellular,30,jan,308,2,-1,0,unk0wn,0
29859,32,unemployed,married,secondary,0,365,1,0,cellular,30,jan,210,3,-1,0,unk0wn,0
29860,37,blue-collar,divorced,secondary,0,-175,1,0,cellular,30,jan,638,4,266,1,failure,0
29861,28,blue-collar,single,primary,0,442,0,0,cellular,30,jan,157,2,-1,0,unk0wn,0
29862,34,blue-collar,single,secondary,0,19833,1,0,cellular,30,jan,84,4,252,1,other,0
29863,53,blue-collar,married,primary,0,901,0,1,telephone,30,jan,1431,2,-1,0,unk0wn,0
29864,47,technician,divorced,secondary,0,1194,1,1,cellular,30,jan,113,3,-1,0,unk0wn,0
29865,35,blue-collar,married,secondary,0,210,1,0,cellular,30,jan,626,3,-1,0,unk0wn,0
29866,49,management,single,tertiary,0,163,1,0,cellular,30,jan,281,2,269,3,failure,0
29867,30,technician,married,tertiary,0,1454,0,0,telephone,30,jan,276,3,-1,0,unk0wn,0
29868,26,management,single,tertiary,0,800,1,0,cellular,30,jan,405,2,-1,0,unk0wn,0
29869,53,technician,married,tertiary,0,2336,0,0,telephone,30,jan,173,2,2,3,other,0
29870,56,blue-collar,married,secondary,0,2190,0,1,cellular,30,jan,90,2,232,1,failure,0
29871,56,unemployed,married,secondary,0,972,0,0,cellular,30,jan,52,2,-1,0,unk0wn,0
29872,26,services,single,secondary,0,512,1,1,cellular,30,jan,206,5,239,3,failure,0
29873,59,unemployed,married,primary,0,0,0,0,cellular,30,jan,3025,2,-1,0,unk0wn,0
29874,41,blue-collar,divorced,secondary,0,-333,1,0,cellular,30,jan,118,3,270,2,failure,0
29875,31,self-employed,married,tertiary,0,227,1,1,cellular,30,jan,154,6,263,3,failure,0
29876,42,blue-collar,married,secondary,0,0,1,0,cellular,30,jan,82,2,-1,0,unk0wn,0
29877,36,admin.,divorced,tertiary,0,281,0,0,cellular,30,jan,60,2,2,1,other,0
29878,51,unemployed,married,secondary,0,17418,1,0,telephone,30,jan,237,2,-1,0,unk0wn,0
29879,44,unemployed,married,unk0wn,0,1309,0,0,telephone,30,jan,262,2,-1,0,unk0wn,0
29880,47,unemployed,divorced,secondary,0,0,0,1,cellular,30,jan,127,2,233,8,other,0
29881,34,management,married,secondary,0,243,0,0,cellular,30,jan,417,4,-1,0,unk0wn,0
29882,31,admin.,divorced,secondary,0,217,1,0,cellular,30,jan,1776,2,-1,0,unk0wn,1
29883,27,management,single,tertiary,0,0,1,0,cellular,30,jan,323,4,-1,0,unk0wn,0
29884,44,management,single,tertiary,0,780,1,0,cellular,30,jan,511,2,-1,0,unk0wn,0
29885,27,technician,single,tertiary,0,501,0,1,telephone,30,jan,370,4,-1,0,unk0wn,0
29886,46,blue-collar,married,primary,0,665,0,0,cellular,30,jan,89,4,235,2,failure,0
29887,31,management,single,tertiary,0,358,1,0,cellular,30,jan,68,3,256,51,failure,0
29888,53,unemployed,married,secondary,0,2180,0,0,telephone,30,jan,89,3,-1,0,unk0wn,0
29889,32,admin.,single,secondary,0,1465,0,0,telephone,30,jan,118,5,-1,0,unk0wn,0
29890,41,technician,divorced,secondary,0,692,1,0,cellular,30,jan,249,3,245,3,failure,0
29891,30,admin.,married,secondary,0,373,1,0,cellular,30,jan,353,2,228,4,other,0
29892,40,housemaid,married,secondary,0,541,1,0,cellular,30,jan,431,2,-1,0,unk0wn,0
29893,59,blue-collar,married,secondary,0,2605,0,0,cellular,30,jan,85,2,-1,0,unk0wn,0
29894,46,technician,married,tertiary,0,43,1,0,telephone,30,jan,162,3,2,7,other,0
29895,49,management,married,tertiary,0,-969,0,0,cellular,30,jan,61,2,2,1,other,0
29896,35,admin.,single,secondary,0,1721,0,0,telephone,30,jan,103,3,-1,0,unk0wn,0
29897,28,admin.,married,secondary,0,12,1,0,cellular,30,jan,73,3,256,3,other,0
29898,33,management,single,tertiary,0,1859,1,0,cellular,30,jan,1169,4,-1,0,unk0wn,0
29899,37,services,single,secondary,0,1534,0,0,cellular,30,jan,267,6,-1,0,unk0wn,0
29900,30,technician,single,secondary,0,316,1,1,cellular,30,jan,130,2,2,2,other,0
29901,49,management,married,tertiary,0,15,0,0,cellular,30,jan,166,3,2,2,other,0
29902,30,blue-collar,single,secondary,0,49,0,0,cellular,30,jan,808,2,-1,0,unk0wn,1
29903,28,management,single,tertiary,0,2080,0,0,telephone,30,jan,399,2,2,1,other,0
29904,31,unemployed,single,primary,0,163,0,0,cellular,30,jan,707,2,2,1,other,1
29905,26,services,single,secondary,0,110,0,0,cellular,30,jan,1136,2,-1,0,unk0wn,1
29906,31,services,single,secondary,0,295,0,0,cellular,2,feb,78,5,-1,0,unk0wn,0
29907,66,housemaid,married,secondary,0,1929,0,0,cellular,2,feb,169,1,-1,0,unk0wn,0
29908,33,management,married,tertiary,0,1071,0,0,cellular,2,feb,84,2,174,4,failure,0
29909,57,retired,married,secondary,0,523,0,1,cellular,2,feb,49,6,-1,0,unk0wn,0
29910,46,management,married,tertiary,0,699,0,0,cellular,2,feb,241,1,-1,0,unk0wn,0
29911,29,services,single,secondary,0,536,1,0,telephone,2,feb,30,5,-1,0,unk0wn,0
29912,43,admin.,married,secondary,0,764,1,0,cellular,2,feb,118,1,-1,0,unk0wn,0
29913,36,admin.,single,secondary,0,115,0,0,cellular,2,feb,225,1,-1,0,unk0wn,0
